0.41243514,0.6001874,0.40303826,0.3391373,0.41107354,0.74218893,0.35166714,0.19250256,0.30199963,0.8718693,0.24274728,0.07096876,0.861953,0.5800897,0.85636896,0.4221154,0.53840744,0.5918462,0.5238738,0.36519486,0.37556213,0.6892828,0.34550667,0.27003607,0.17434785,0.6680726,0.151015,0.30690414,0.984023,0.5534136,0.97488165,0.41020894,0.5057009,0.58162147,0.4945532,0.37958488,0.35232383,0.6749344,0.33978137,0.2813782,0.17582524,0.5871525,0.15875825,0.34968203,0.935409,0.56145835,0.939212,0.39863822,0.40186304,0.5979389,0.39084494,0.36502147,0.34594294,0.7448417,0.30724254,0.20355324,0.17757407,0.82853115,0.119159535,0.11022057,0.8249904,0.56990397,0.83222866,0.40757543,proper
0.53840744,0.5918462,0.5238738,0.36519486,0.37556213,0.6892828,0.34550667,0.27003607,0.17434785,0.6680726,0.151015,0.30690414,0.984023,0.5534136,0.97488165,0.41020894,0.5057009,0.58162147,0.4945532,0.37958488,0.35232383,0.6749344,0.33978137,0.2813782,0.17582524,0.5871525,0.15875825,0.34968203,0.935409,0.56145835,0.939212,0.39863822,0.40186304,0.5979389,0.39084494,0.36502147,0.34594294,0.7448417,0.30724254,0.20355324,0.17757407,0.82853115,0.119159535,0.11022057,0.8249904,0.56990397,0.83222866,0.40757543,0.41222596,0.6022463,0.39826012,0.36318004,0.5191371,0.74053097,0.49855536,0.20871232,0.5910138,0.90648603,0.5244051,0.033377968,0.8426596,0.5630621,0.8411046,0.41380987,proper
0.5057009,0.58162147,0.4945532,0.37958488,0.35232383,0.6749344,0.33978137,0.2813782,0.17582524,0.5871525,0.15875825,0.34968203,0.935409,0.56145835,0.939212,0.39863822,0.40186304,0.5979389,0.39084494,0.36502147,0.34594294,0.7448417,0.30724254,0.20355324,0.17757407,0.82853115,0.119159535,0.11022057,0.8249904,0.56990397,0.83222866,0.40757543,0.41222596,0.6022463,0.39826012,0.36318004,0.5191371,0.74053097,0.49855536,0.20871232,0.5910138,0.90648603,0.5244051,0.033377968,0.8426596,0.5630621,0.8411046,0.41380987,0.545919,0.5899935,0.5445571,0.37749454,0.75833786,0.6413572,0.7697345,0.3149531,0.96980524,0.6994679,0.97381324,0.2270032,0.9145214,0.5582872,0.91813964,0.41620266,proper
0.40186304,0.5979389,0.39084494,0.36502147,0.34594294,0.7448417,0.30724254,0.20355324,0.17757407,0.82853115,0.119159535,0.11022057,0.8249904,0.56990397,0.83222866,0.40757543,0.41222596,0.6022463,0.39826012,0.36318004,0.5191371,0.74053097,0.49855536,0.20871232,0.5910138,0.90648603,0.5244051,0.033377968,0.8426596,0.5630621,0.8411046,0.41380987,0.545919,0.5899935,0.5445571,0.37749454,0.75833786,0.6413572,0.7697345,0.3149531,0.96980524,0.6994679,0.97381324,0.2270032,0.9145214,0.5582872,0.91813964,0.41620266,0.6021467,0.5885414,0.5974491,0.38461494,0.7917864,0.5950648,0.7888732,0.36360765,0.81912327,0.54764754,0.78125954,0.4185843,0.9414791,0.5519323,0.95133007,0.41971123,proper
0.41222596,0.6022463,0.39826012,0.36318004,0.5191371,0.74053097,0.49855536,0.20871232,0.5910138,0.90648603,0.5244051,0.033377968,0.8426596,0.5630621,0.8411046,0.41380987,0.545919,0.5899935,0.5445571,0.37749454,0.75833786,0.6413572,0.7697345,0.3149531,0.96980524,0.6994679,0.97381324,0.2270032,0.9145214,0.5582872,0.91813964,0.41620266,0.6021467,0.5885414,0.5974491,0.38461494,0.7917864,0.5950648,0.7888732,0.36360765,0.81912327,0.54764754,0.78125954,0.4185843,0.9414791,0.5519323,0.95133007,0.41971123,0.4798531,0.5810724,0.47912282,0.374013,0.6644479,0.64948714,0.6736858,0.29693568,0.8279555,0.7709601,0.82211995,0.15151843,0.8853592,0.5536361,0.8860692,0.40841684,proper
0.545919,0.5899935,0.5445571,0.37749454,0.75833786,0.6413572,0.7697345,0.3149531,0.96980524,0.6994679,0.97381324,0.2270032,0.9145214,0.5582872,0.91813964,0.41620266,0.6021467,0.5885414,0.5974491,0.38461494,0.7917864,0.5950648,0.7888732,0.36360765,0.81912327,0.54764754,0.78125954,0.4185843,0.9414791,0.5519323,0.95133007,0.41971123,0.4798531,0.5810724,0.47912282,0.374013,0.6644479,0.64948714,0.6736858,0.29693568,0.8279555,0.7709601,0.82211995,0.15151843,0.8853592,0.5536361,0.8860692,0.40841684,0.40244362,0.5707285,0.39697012,0.3656686,0.51051104,0.72123635,0.5057129,0.2214984,0.542722,0.88574165,0.5305818,0.037229657,0.8025407,0.55915844,0.8008203,0.3948084,proper
0.6021467,0.5885414,0.5974491,0.38461494,0.7917864,0.5950648,0.7888732,0.36360765,0.81912327,0.54764754,0.78125954,0.4185843,0.9414791,0.5519323,0.95133007,0.41971123,0.4798531,0.5810724,0.47912282,0.374013,0.6644479,0.64948714,0.6736858,0.29693568,0.8279555,0.7709601,0.82211995,0.15151843,0.8853592,0.5536361,0.8860692,0.40841684,0.40244362,0.5707285,0.39697012,0.3656686,0.51051104,0.72123635,0.5057129,0.2214984,0.542722,0.88574165,0.5305818,0.037229657,0.8025407,0.55915844,0.8008203,0.3948084,0.40638494,0.57774246,0.39832518,0.3391524,0.35031295,0.7205397,0.34251797,0.20963433,0.20277724,0.80037916,0.21407303,0.10744443,0.82864064,0.54388195,0.82462525,0.38773268,proper
0.4798531,0.5810724,0.47912282,0.374013,0.6644479,0.64948714,0.6736858,0.29693568,0.8279555,0.7709601,0.82211995,0.15151843,0.8853592,0.5536361,0.8860692,0.40841684,0.40244362,0.5707285,0.39697012,0.3656686,0.51051104,0.72123635,0.5057129,0.2214984,0.542722,0.88574165,0.5305818,0.037229657,0.8025407,0.55915844,0.8008203,0.3948084,0.40638494,0.57774246,0.39832518,0.3391524,0.35031295,0.7205397,0.34251797,0.20963433,0.20277724,0.80037916,0.21407303,0.10744443,0.82864064,0.54388195,0.82462525,0.38773268,0.5122429,0.552218,0.5194104,0.3586428,0.35766977,0.6309237,0.34893715,0.27207142,0.19181691,0.5478532,0.17959487,0.3582556,0.947684,0.5089207,0.95086753,0.40131354,proper
0.40244362,0.5707285,0.39697012,0.3656686,0.51051104,0.72123635,0.5057129,0.2214984,0.542722,0.88574165,0.5305818,0.037229657,0.8025407,0.55915844,0.8008203,0.3948084,0.40638494,0.57774246,0.39832518,0.3391524,0.35031295,0.7205397,0.34251797,0.20963433,0.20277724,0.80037916,0.21407303,0.10744443,0.82864064,0.54388195,0.82462525,0.38773268,0.5122429,0.552218,0.5194104,0.3586428,0.35766977,0.6309237,0.34893715,0.27207142,0.19181691,0.5478532,0.17959487,0.3582556,0.947684,0.5089207,0.95086753,0.40131354,0.4486073,0.5554295,0.45257887,0.3490218,0.3269764,0.6538004,0.32058018,0.23558503,0.14932805,0.65345937,0.14210625,0.24252145,0.86449784,0.5279986,0.86761415,0.3837207,proper
0.40638494,0.57774246,0.39832518,0.3391524,0.35031295,0.7205397,0.34251797,0.20963433,0.20277724,0.80037916,0.21407303,0.10744443,0.82864064,0.54388195,0.82462525,0.38773268,0.5122429,0.552218,0.5194104,0.3586428,0.35766977,0.6309237,0.34893715,0.27207142,0.19181691,0.5478532,0.17959487,0.3582556,0.947684,0.5089207,0.95086753,0.40131354,0.4486073,0.5554295,0.45257887,0.3490218,0.3269764,0.6538004,0.32058018,0.23558503,0.14932805,0.65345937,0.14210625,0.24252145,0.86449784,0.5279986,0.86761415,0.3837207,0.39119452,0.565269,0.3933162,0.35032246,0.36532742,0.716305,0.3774361,0.20508793,0.23621848,0.8177163,0.26868218,0.068662494,0.80402535,0.5443628,0.8029225,0.3965791,proper
