0.3145312,0.6325084,0.31443277,0.31375915,0.62937677,0.6950173,0.6144204,0.26481798,0.8960296,0.70650715,0.86886775,0.21863565,0.8021895,0.58134276,0.7998721,0.34637177,proper
0.31589335,0.6280184,0.31190735,0.31452483,0.63173705,0.6875849,0.62185824,0.26728854,0.9638566,0.7129878,0.87350047,0.23758402,0.7574525,0.58457834,0.7537467,0.3582685,proper
0.3569892,0.62538725,0.35907024,0.323594,0.6337641,0.6762606,0.6656229,0.2749467,0.97099495,0.7033192,0.97250414,0.24114947,0.8614268,0.58332473,0.8574392,0.363509,proper
0.4409804,0.62237847,0.42798918,0.32813323,0.790187,0.69082785,0.7312225,0.27117577,0.9686203,0.73412144,0.95814586,0.20987728,0.94571793,0.5931347,0.92084646,0.34738797,proper
0.43105894,0.6261403,0.43035397,0.3210389,0.676484,0.7122129,0.6519974,0.22820227,0.6078558,0.6280545,0.6549053,0.28901494,0.91686434,0.57002205,0.9164827,0.36571932,proper
0.30832106,0.30893618,0.30508903,0.6311965,0.47780645,0.19973561,0.47914505,0.75057423,0.43184814,0.26604572,0.5271459,0.8689399,0.8865358,0.34983742,0.8525146,0.5944242,proper
0.24111187,0.6195841,0.23323137,0.3150518,0.34653378,0.8215205,0.30910024,0.13574618,0.2517798,0.9721308,0.2366027,0.054022156,0.7843416,0.577871,0.81918883,0.34883735,proper
0.0554333,0.5272613,0.34367368,0.32310557,0.12705003,0.52934325,0.14978287,0.42648286,0.15537003,0.52980334,0.18566316,0.42481464,0.22752301,0.5141971,0.223743,0.42785817,proper
0.43971872,0.3043848,0.45254025,0.644528,0.32295263,0.13509452,0.36252385,0.83289623,0.045215495,0.20093559,0.15055767,0.7881641,0.8005483,0.3596366,0.87539935,0.5469674,proper
0.11576472,0.47728536,0.11790228,0.48665357,0.18264733,0.4930173,0.19135433,0.50084543,0.24756485,0.4754264,0.25412756,0.4778421,0.23451605,0.48295423,0.236352,0.48977944,proper
0.30213428,0.6520476,0.30605826,0.31908187,0.3685323,0.83935773,0.29438725,0.12805739,0.23720746,0.9417548,0.11691515,0.036948994,0.8747821,0.61743915,0.87350315,0.3715001,proper
0.25275093,0.63299423,0.24137998,0.34896725,0.38343036,0.82663155,0.36209172,0.13770127,0.43561822,0.9458852,0.26611218,0.04411119,0.7706689,0.60480535,0.77022445,0.3708681,proper
0.2804816,0.46878934,0.2798282,0.53115463,0.48004544,0.27053168,0.5033933,0.7335042,0.49609154,0.58267343,0.49168658,0.6786617,0.80497164,0.38679785,0.7659267,0.61149,proper
0.48534614,0.35093197,0.46299678,0.6400732,0.76144594,0.3143093,0.7199905,0.68346024,0.82875025,0.2910795,0.88423944,0.7128811,0.9478108,0.3937084,0.93896174,0.6183001,proper
0.48676416,0.6391637,0.4951421,0.34620008,0.81698024,0.67867225,0.788046,0.30088234,0.96878695,0.7007343,0.97012746,0.28028232,0.9828741,0.599568,0.9808582,0.39644748,proper
0.41312027,0.34670442,0.40076864,0.63562584,0.6221526,0.27209723,0.63061476,0.69539535,0.5350354,0.35247442,0.66696906,0.69626653,0.9099858,0.40350935,0.8858366,0.62436545,proper
0.23525243,0.58389693,0.2446244,0.38438994,0.3939255,0.72468203,0.37846968,0.2303789,0.3950386,0.6936878,0.3450836,0.37785965,0.7653596,0.58515525,0.7778584,0.365215,proper
0.21108316,0.6107217,0.21588692,0.34123796,0.3254523,0.8091767,0.2804517,0.13004825,0.25967643,0.9717199,0.23133832,0.04100896,0.74919695,0.5863955,0.7639968,0.35507736,proper
0.31441092,0.6313903,0.33175272,0.322355,0.045449924,0.5480465,0.13097449,0.4170103,0.11799022,0.52947485,0.14436166,0.4245051,0.17052582,0.50641024,0.16367656,0.4227117,proper
0.4529192,0.6192257,0.460804,0.31880417,0.33425602,0.79504573,0.31312138,0.16123258,0.096443176,0.74238724,0.042927086,0.2360664,0.86834234,0.56516176,0.8825965,0.36015475,proper
0.45636052,0.647701,0.446671,0.312465,0.3704397,0.81238836,0.35211322,0.13790487,0.15072148,0.78846973,0.089468166,0.18437651,0.98474514,0.5548893,0.98056334,0.34823948,proper
0.3700826,0.6483712,0.388152,0.31238776,0.35555315,0.82799333,0.32452732,0.117934756,0.19514655,0.8828766,0.13885699,0.08699043,0.88162744,0.60284275,0.8562212,0.3904084,proper
0.2535014,0.61842155,0.2498439,0.3601048,0.3794576,0.8151745,0.3648445,0.15068792,0.26402044,0.96044177,0.27169102,0.03286016,0.7411511,0.5841174,0.7341815,0.366462,proper
0.28769955,0.6097014,0.3047344,0.36000443,0.48302588,0.7453133,0.48906243,0.25781012,0.47874558,0.74618685,0.4634337,0.2823699,0.8300966,0.5449336,0.8201766,0.4707762,proper
0.48673153,0.6389099,0.49613512,0.35757598,0.7335212,0.68908846,0.7276664,0.29210794,0.8858886,0.70402014,0.8697939,0.26266247,0.94584024,0.58929247,0.9645126,0.4229722,proper
0.55235183,0.63734585,0.5592021,0.35472676,0.8499001,0.66487014,0.8287846,0.30288333,0.97515357,0.681126,0.8759596,0.25494748,1.0048286,0.6106513,0.984988,0.38824427,proper
0.5452448,0.63822895,0.5446938,0.35367435,0.8156263,0.6627289,0.82357025,0.30698562,0.96042025,0.66781044,0.9196398,0.2753198,0.9969294,0.58684385,0.9918225,0.3893062,proper
0.40906835,0.36765575,0.42569587,0.6302991,0.5985969,0.24878582,0.6390263,0.708876,0.8539716,0.22882687,0.83203435,0.7345202,0.872523,0.3906145,0.8767071,0.5743394,proper
0.29444456,0.33171722,0.31562215,0.6095355,0.42462012,0.23281002,0.46722764,0.7310826,0.4236668,0.40084264,0.49081165,0.79191613,0.81041926,0.35257423,0.81689346,0.5651035,proper
0.2686669,0.3286547,0.29227978,0.5749221,0.26920342,0.12578812,0.3406311,0.79180115,0.17530082,0.03222236,0.25946498,0.6418532,0.8245518,0.35595626,0.8226061,0.5320815,proper
0.39196238,0.28523922,0.3862184,0.6081195,0.24484599,0.1834198,0.27824703,0.76898694,0.20599437,0.38429183,0.11773069,0.79541415,0.85971653,0.21817766,0.85690373,0.22038174,proper
0.47064674,0.6106984,0.47385073,0.3134277,0.3304962,0.7478827,0.30750972,0.18588677,0.13433865,0.66668844,0.104891315,0.28797844,0.9879763,0.51074255,0.97257435,0.35671872,proper
0.47235107,0.62026995,0.47831035,0.32216436,0.3256586,0.7577283,0.3350765,0.17592683,0.114776984,0.6852393,0.1074125,0.24888548,0.9910523,0.57850945,0.9758488,0.38800895,proper
0.38523352,0.6290777,0.40806255,0.35517824,0.33980393,0.81987786,0.35934955,0.15037736,0.18548654,0.89472353,0.19408348,0.09320898,0.8757519,0.6108296,0.86075824,0.23476744,proper
0.28426147,0.6277462,0.29186964,0.36051768,0.37236434,0.80589527,0.37494144,0.13767165,0.36548108,0.8843836,0.33204994,0.026472058,0.7849945,0.60216886,0.7908844,0.3838027,proper
0.24491894,0.61572695,0.23767725,0.35579705,0.4404876,0.72069424,0.44261003,0.25544846,0.44460016,0.7451134,0.41102096,0.32020688,0.74122846,0.5911805,0.7566382,0.3854049,proper
0.4244349,0.33698767,0.42892003,0.6402146,0.68905175,0.28343374,0.6971272,0.6793436,0.8715281,0.2677091,0.88174593,0.71513104,0.8894636,0.3986102,0.8964171,0.6016817,proper
0.46678352,0.62505376,0.48896664,0.32830364,0.7694094,0.6664947,0.79706097,0.30248207,0.96224326,0.69596815,0.9726383,0.28444135,0.9821412,0.5798385,0.9877534,0.38243708,proper
0.44574735,0.6306137,0.45927626,0.33347052,0.69075006,0.68429035,0.7040703,0.28693163,0.85028666,0.7231587,0.8970403,0.2617779,0.93530333,0.5945674,0.9428352,0.39813623,proper
0.27912983,0.3464254,0.27709022,0.6081715,0.4726898,0.2431252,0.44258508,0.74306786,0.4114763,0.4420157,0.46046782,0.76338834,0.8043059,0.41417214,0.8193681,0.59742284,proper
0.18831694,0.33425575,0.1876252,0.61233544,0.26237378,0.23466477,0.25441545,0.71460974,0.22900018,0.3165779,0.23829144,0.68416905,0.6993017,0.3786769,0.6932823,0.59518915,proper
